id,name,expansion,weight
78917,Hero's Downfall,VOW,27
78966,Ill-Tempered Loner,VOW,27
78995,Ascendant Packleader,VOW,27
78996,Avabruck Caretaker,VOW,27
79005,Cultivator Colossus,VOW,27
79012,Hamlet Vanguard,VOW,27
79013,Hiveheart Shaman,VOW,27
79050,Bloodtithe Harvester,VOW,27
79245,Devouring Light,J21,27
79281,Asylum Visitor,J21,27
79283,Dark Salvation,J21,27
79310,Goblin Dark-Dwellers,J21,27
79312,Incorrigible Youths,J21,27
79321,Reckless Wurm,J21,27
79339,Parallel Lives,J21,27
79361,Benalish Partisan,J21,27
79371,Tome of the Infinite,J21,27
79374,Davriel's Withering,J21,27
79377,Subversive Acolyte,J21,27
79378,Managorger Phoenix,J21,27
79433,Farewell,NEO,27
79436,Hotshot Mechanic,NEO,27
79439,Imperial Subduer,NEO,27
79441,Invoke Justice,NEO,27
79454,Repel the Vile,NEO,27
79486,Mindlink Mech,NEO,27
79514,Blade of the Oni,NEO,27
79540,Mukotai Soulripper,NEO,27
79592,Seismic Wave,NEO,27
79600,Twinshot Sniper,NEO,27
79629,Jugan Defends the Temple,NEO,27
79644,Spring-Leaf Avenger,NEO,27
79649,Teachings of the Kirin,NEO,27
79657,Gloomshrieker,NEO,27
79671,Prodigy's Prototype,NEO,27
79676,Silver-Fur Master,NEO,27
79906,Angel of Eternal Dawn,Y22,27
79907,Angel of Unity,Y22,27
79910,Ethereal Escort,Y22,27
79920,Discover the Formula,Y22,27
79922,Geistchanneler,Y22,27
79930,Assemble from Parts,Y22,27
79931,Break Expectations,Y22,27
79935,Predatory Sludge,Y22,27
79941,Bloodrage Alpha,Y22,27
79945,Fearsome Whelp,Y22,27
79946,Frenzied Geistblaster,Y22,27
79954,Geistpack Alpha,Y22,27
79957,Hollowhenge Wrangler,Y22,27
79959,Lupine Harbingers,Y22,27
79967,Wickerwing Effigy,Y22,27
79968,Ominous Traveler,Y22,27
80181,Sanctuary Warden,SNC,27
80185,All-Seeing Arbiter,SNC,27
80213,Slip Out the Back,SNC,27
80276,Strangle,SNC,27
80299,Gala Greeters,SNC,27
80317,Aven Heartstabber,SNC,27
80318,Black Market Tycoon,SNC,27
80329,Corpse Appraiser,SNC,27
80362,Park Heights Pegasus,SNC,27
80374,Soul of Emancipation,SNC,27
81083,Fragment Reality,Y22,27
81086,Holographic Double,Y22,27
81091,Painful Bond,Y22,27
81093,Kami of Mourning,Y22,27
81098,Foundry Beetle,Y22,27
81100,Bellowsbreath Ogre,Y22,27
81106,Jukai Liberator,Y22,27
81184,A-Divide by Zero,STX,27
81203,A-Fires of Invention,ELD,27
81231,Boareskyr Tollkeeper,HBG,27
81236,Patriar's Humiliation,HBG,27
81240,Sune's Intervention,HBG,27
81243,Vladimir and Godfrey,HBG,27
81251,Undersimplify,HBG,27
81256,Mind Spike,HBG,27
81267,Goblin Trapfinder,HBG,27
81269,"Kardum, Patron of Flames",HBG,27
81271,Mephit's Enthusiasm,HBG,27
81282,You Line Up the Shot,HBG,27
81513,"Rasaad, Monk of Selûne",HBG,27
81555,"Viconia, Nightsinger's Disciple",HBG,27
81579,"Wyll, Pact-Bound Duelist",HBG,27
81684,Portable Hole,HBG,27
81738,Cast Down,HBG,27
81740,Deadly Dispute,HBG,27
81754,Intellect Devourer,HBG,27
81757,Pact Weapon,HBG,27
81759,Shambling Ghast,HBG,27
81767,Battle Cry Goblin,HBG,27
81785,Unexpected Windfall,HBG,27
81819,Prosperous Innkeeper,HBG,27
81851,Basilisk Collar,HBG,27
81922,A-Harald Unites the Elves,KHM,27
81926,A-Thornmantle Striker,KHM,27
81944,Graven Archfiend,Y22,27
81945,Shattering Finale,Y22,27
81951,Loose in the Park,Y22,27
81954,Back-Alley Gardener,Y22,27
81955,Bank Job,Y22,27
81959,Diviner of Fates,Y22,27
81967,Syndicate Recruiter,Y22,27
82055,Archangel of Wrath,DMU,27
82071,Guardian of New Benalia,DMU,27
82076,Leyline Binding,DMU,27
82094,Aether Channeler,DMU,27
82119,Sphinx of Clear Skies,DMU,27
82173,The Elder Dragon War,DMU,27
82199,Temporal Firestorm,DMU,27
82282,Golden Argosy,DMU,27
82522,Steel Seraph,BRO,27
82546,Skystrike Officer,BRO,27
82559,Arcane Proxy,BRO,27
82581,Gix's Command,BRO,27
82609,Transmogrant's Crown,BRO,27
82623,Mechanized Warfare,BRO,27
82625,Mishra's Command,BRO,27
82635,Sardian Cliffstomper,BRO,27
82690,Simian Simulacrum,BRO,27
82714,Bladecoil Serpent,BRO,27
82802,Altar of Dementia,BRR,27
82810,Chromatic Star,BRR,27
82828,Lodestone Golem,BRR,27
82829,Mazemind Tome,BRR,27
82834,Mox Amber,BRR,27
82837,Perilous Vault,BRR,27
82856,Sundering Titan,BRR,27
82859,Thorn of Amethyst,BRR,27
83473,A-Cauldron Familiar,ELD,27
83475,A-Cauldron Familiar,JMP,27
83500,A-Unholy Heat,MH2,27
83514,Benalish Knight-Counselor,Y23,27
83515,Priest of Possibility,Y23,27
83516,Pull of the Mist Moon,Y23,27
83518,Skywriter Djinn,Y23,27
83520,Vesuvan Mist,Y23,27
83522,Diminished Returner,Y23,27
83526,Goblin Influx Array,Y23,27
83532,Wandering Treefolk,Y23,27
83805,Phyrexian Obliterator,ONE,27
83828,Dragonwing Glider,ONE,27
83859,Bloated Contaminator,ONE,27
83927,The Filigree Sylex,ONE,27
83946,Zenith Chronicler,ONE,27
84169,Norn's Disassembly,Y23,27
84171,Hurkyl's Prodigy,Y23,27
84173,Lonely End,Y23,27
84177,Melt Through,Y23,27
84179,Argothian Uprooting,Y23,27
84181,Legion of Clay,Y23,27
84182,Sylvan Smite,Y23,27
84183,Argivian Welcome,Y23,27
84186,Great Desert Hellion,Y23,27
84188,Perilous Iteration,Y23,27
84196,Patchplate Resolute,Y23,27
84279,Knight-Errant of Eos,MOM,27
84285,Progenitor Exarch,MOM,27
84490,"Ozolith, the Shattered Spire",MOM,27
84514,Botanical Brawler,MOM,27
84697,Dawn of a New Age,LTR,27
84714,Lost to Legend,LTR,27
84850,Delighted Halfling,LTR,27
84895,Flame of Anor,LTR,27
84928,"Andúril, Flame of the West",LTR,27
84977,Ringwraiths,LTR,27
85057,Coppercoat Vanguard,MAT,27
85067,Ayara's Oathsworn,MAT,27
85116,Axgard Artisan,MOM,27
85639,A-Imperial Subduer,NEO,27
85644,A-Lantern Bearer,VOW,27
86038,Elder Deep-Fiend,SIR,27
86066,Gryff's Boon,SIR,27
86087,Thraben Inspector,SIR,27
86136,Thing in the Ice,SIR,27
86148,Dark Salvation,SIR,27
86149,Dead Weight,SIR,27
86189,Bedlam Reveler,SIR,27
86245,Duskwatch Recruiter,SIR,27
86274,Tireless Tracker,SIR,27
86275,Traverse the Ulvenwald,SIR,27
86301,Spell Queller,SIR,27
86336,Westvale Abbey,SIR,27
86469,Sheoldred's Assimilator,Y23,27
86472,Phyrexian Harvester,Y23,27
86700,Glass Casket,WOE,27
86709,Regal Bunnicorn,WOE,27
86715,Spellbook Vendor,WOE,27
86736,Farsight Ritual,WOE,27
86764,Talion's Messenger,WOE,27
86775,Beseech the Mirror,WOE,27
86788,Gumdrop Poisoner,WOE,27
86792,Lich-Knights' Conquest,WOE,27
86798,Rankle's Prank,WOE,27
86803,Specter of Mortality,WOE,27
86844,Raging Battle Mouse,WOE,27
86869,Bramble Familiar,WOE,27
86875,Feral Encounter,WOE,27
86910,The Apprentice's Folly,WOE,27
86913,Faunsbane Troll,WOE,27
86918,Likeness Looter,WOE,27
86946,Heartflame Duelist,WOE,27
86952,Mosswood Dreadknight,WOE,27
86960,Scalding Viper,WOE,27
86989,Restless Bivouac,WOE,27
86990,Restless Cottage,WOE,27
86991,Restless Fortress,WOE,27
86992,Restless Spire,WOE,27
86993,Restless Vinestalk,WOE,27
87040,Dawn of Hope,WOT,27
87049,Phyrexian Unlife,WOT,27
87056,Forced Fruition,WOT,27
87059,Intruder Alarm,WOT,27
87096,Parallel Lives,WOT,27
87098,Prismatic Omen,WOT,27
87100,Unnatural Growth,WOT,27
87113,A-Silver-Fur Master,NEO,27
87185,Chart a Course,LCI,27
87243,Dead Weight,LCI,27
87424,Sorcerous Spyglass,LCI,27
87681,Mentor of the Meek,2X2,27
87848,Bloodbraid Elf,2X2,27
88916,Victimize,SPG,27
88919,Tireless Tracker,SPG,27
88947,No Witnesses,MKM,27
88955,Unyielding Gatekeeper,MKM,27
88980,Intrude on the Mind,MKM,27
89001,Homicide Investigator,MKM,27
89029,Case of the Crimson Pulse,MKM,27
89052,Lamplight Phoenix,MKM,27
89065,Archdruid's Charm,MKM,27
89090,Sharp-Eyed Rookie,MKM,27
89101,Assassin's Trophy,MKM,27
89103,Blood Spatter Analysis,MKM,27
89111,Doppelgang,MKM,27
89120,Ill-Timed Explosion,MKM,27
89152,Urgent Necropsy,MKM,27
90116,Dedicated Dollmaker,Y24,27
90119,Talion's Throneguard,Y24,27
90124,Heir to Dragonfire,Y24,27
90125,Overcooked,Y24,27
90126,Victory of the Pyrohammer,Y24,27
90132,Drover of the Swine,Y24,27
90137,Outfitted Jouster,Y24,27
90355,Dust Animus,OTJ,27
90357,Final Showdown,OTJ,27
90366,Nurturing Pixie,OTJ,27
90428,Caustic Bronco,OTJ,27
90474,Hellspur Posse Boss,OTJ,27
90493,Stingerback Terror,OTJ,27
90505,Colossal Rattlewurm,OTJ,27
90517,Ornery Tumblewagg,OTJ,27
90519,Outcaster Trailblazer,OTJ,27
90521,Railway Brawler,OTJ,27
90527,Snakeskin Veil,OTJ,27
90662,Collector's Cage,BIG,27
90664,Oltec Matterweaver,BIG,27
90702,Leyline Binding,OTP,27
90704,Path to Exile,OTP,27
90724,Skewer the Critics,OTP,27
90725,Skullcrack,OTP,27
90729,Primal Command,OTP,27
90742,Decisive Denial,OTP,27
90749,Ionize,OTP,27
90755,Terminal Agony,OTP,27
90756,Tyrant's Scorn,OTP,27
90763,Mindslaver,OTP,27
77145,Veteran Dungeoneer,AFR,21
16555,Terravore,ODY,18
16569,Roar of the Wurm,ODY,18
17027,Shelter,ODY,18
18509,Gempalm Polluter,LGN,18
18511,Gempalm Incinerator,LGN,18
20535,Sword of Fire and Ice,DST,18
21381,Honden of Seeing Winds,CHK,18
23012,Glimpse the Unthinkable,RAV,18
24113,Spell Snare,DIS,18
24529,Coldsteel Heart,CSP,18
29172,Distant Melody,MOR,18
30895,Relic of Progenitus,ALA,18
31061,Wild Nacatl,ALA,18
32675,Soul Warden,M10,18
34470,Goblin Ruinblaster,ZEN,18
35569,Dragonmaster Outcast,WWK,18
35611,Treasure Hunt,WWK,18
36668,Kiln Fiend,ROE,18
37338,Serra Ascendant,M11,18
37400,Primeval Titan,M11,18
37456,Fauna Shaman,M11,18
38137,Ratchet Bomb,SOM,18
39339,Ichor Wellspring,MBS,18
39591,Leonin Relic-Warder,MBS,18
41355,Timely Reinforcements,M12,18
42284,Silent Departure,ISD,18
42618,Ancient Grudge,ISD,18
42818,Devil's Play,ISD,18
43257,Ray of Revelation,DKA,18
46873,Court Homunculus,CON,18
49333,Akroma's Memorial,M13,18
51359,Cyclonic Rift,RTR,18
51683,Slaughter Games,RTR,18
51715,Deathrite Shaman,RTR,18
53511,Thespian's Stage,GTC,18
53741,Voice of Resurgence,DGM,18
55059,Courser of Kruphix,BNG,18
55187,Nyx-Fleece Ram,JOU,18
55275,Brain Maggot,JOU,18
55339,Eidolon of the Great Revel,JOU,18
57217,Tribal Flames,MMA,18
57373,Sword of Fire and Ice,MMA,18
57643,Waste Not,M15,18
57941,Abzan Falconer,KTK,18
57951,Defiant Strike,KTK,18
57957,Feat of Resistance,KTK,18
57963,High Sentinels of Arashin,KTK,18
57981,Seeker of the Way,KTK,18
57999,Wingmate Roc,KTK,18
58003,Cancel,KTK,18
58049,Stubborn Denial,KTK,18
58069,Bloodsoaked Champion,KTK,18
58099,Murderous Cut,KTK,18
58197,Become Immense,KTK,18
58279,Crackling Doom,KTK,18
58283,Deflecting Palm,KTK,18
58305,Mantis Rider,KTK,18
61867,Zulaport Cutthroat,BFZ,18
61999,Sylvan Scrying,BFZ,18
62477,Reflector Mage,OGW,18
64261,Reverse Engineer,AER,18
65591,Ammit Eternal,HOU,18
65779,Consign // Oblivion,HOU,18
65977,Duskborne Skymarcher,XLN,18
65991,Inspiring Cleric,XLN,18
66019,Queen's Commission,XLN,18
66055,Cancel,XLN,18
66071,Entrancing Melody,XLN,18
66083,"Kopala, Warden of Waves",XLN,18
66085,Lookout's Dispersal,XLN,18
66121,Siren Stormtamer,XLN,18
66129,Storm Fleet Aerialist,XLN,18
66205,Sanctum Seeker,XLN,18
66207,Seekers' Squire,XLN,18
66217,Sword-Point Diplomacy,XLN,18
66221,Vicious Conquistador,XLN,18
66241,Charging Monstrosaur,XLN,18
66251,Fiery Cannonade,XLN,18
66311,Vance's Blasting Cannons,XLN,18
66329,Commune with Dinosaurs,XLN,18
66335,Deathgorge Scavenger,XLN,18
66341,Drover of the Mighty,XLN,18
66361,Kumena's Speaker,XLN,18
66371,Ranging Raptors,XLN,18
66375,Ripjaw Raptor,XLN,18
66379,Savage Stomp,XLN,18
66411,Dire Fleet Captain,XLN,18
66417,"Huatli, Warrior Poet",XLN,18
66449,Fell Flagship,XLN,18
66621,Bishop of Binding,RIX,18
66635,Forerunner of the Legion,RIX,18
66645,Martyr of Dusk,RIX,18
66653,Radiant Destiny,RIX,18
66667,Squire's Devotion,RIX,18
66705,Negate,RIX,18
66719,Seafloor Oracle,RIX,18
66721,Secrets of the Golden City,RIX,18
66723,Silvergill Adept,RIX,18
66753,Dire Fleet Poisoner,RIX,18
66757,Dusk Legion Zealot,RIX,18
66763,Golden Demise,RIX,18
66783,Reaver Ambush,RIX,18
66793,Twilight Prophet,RIX,18
66815,Dire Fleet Daredevil,RIX,18
66827,Goblin Trailblazer,RIX,18
66871,Deeproot Elite,RIX,18
66873,Enter the Unknown,RIX,18
66875,Forerunner of the Heralds,RIX,18
66913,Thrashing Brontodon,RIX,18
66933,Hadana's Climb,RIX,18
66939,Journey to Eternity,RIX,18
66949,Merfolk Mistbinder,RIX,18
66961,Raging Regisaur,RIX,18
66979,Azor's Gateway,RIX,18
67196,Blink of an Eye,DOM,18
67292,Fungal Infection,DOM,18
67306,Rat Colony,DOM,18
67342,Fight with Fire,DOM,18
67364,Goblin Warchief,DOM,18
67388,Shivan Fire,DOM,18
67392,Skirk Prospector,DOM,18
67394,Skizzik,DOM,18
67406,Warlord's Fury,DOM,18
67410,Adventurous Impulse,DOM,18
67424,Fungal Plots,DOM,18
67440,Llanowar Elves,DOM,18
67462,Song of Freyalise,DOM,18
67472,Territorial Allosaurus,DOM,18
67504,Oath of Teferi,DOM,18
67588,Memorial to Folly,DOM,18
67590,Memorial to Genius,DOM,18
67596,Memorial to War,DOM,18
67704,Gallant Cavalry,M19,18
67708,Hieromancer's Cage,M19,18
67724,Leonin Vanguard,M19,18
67746,Remorseful Cleric,M19,18
67750,Revitalize,M19,18
67752,Rustwing Falcon,M19,18
67754,Shield Mare,M19,18
67776,Cancel,M19,18
67788,Essence Scatter,M19,18
67800,Metamorphic Alteration,M19,18
67828,Sleep,M19,18
67844,Uncomfortable Chill,M19,18
67860,Death Baron,M19,18
67888,Isareth the Awakener,M19,18
67908,Plague Mare,M19,18
67922,Stitcher's Supplier,M19,18
67946,Crash Through,M19,18
67948,Dark-Dweller Oracle,M19,18
67952,Dismissive Pyromancer,M19,18
67954,Doublecast,M19,18
67968,Goblin Trashmaster,M19,18
67982,Lightning Mare,M19,18
67992,Shock,M19,18
68006,Thud,M19,18
68036,Dryad Greenseeker,M19,18
68038,Elvish Clancaller,M19,18
68048,Gift of Paradise,M19,18
68058,Hungering Hydra,M19,18
68078,Root Snare,M19,18
68112,Enigma Drake,M19,18
68114,Heroic Reinforcements,M19,18
68152,Fountain of Renewal,M19,18
68250,Serra's Guardian,M19,18
68286,Aggressive Mammoth,M19,18
68310,Llanowar Elves,M19,18
68411,Vengeant Vampire,G18,18
68463,Bounty Agent,GRN,18
68476,Hunted Witness,GRN,18
68480,Light of the Legion,GRN,18
68493,Chemister's Insight,GRN,18
68514,Selective Snare,GRN,18
68532,Gruesome Menagerie,GRN,18
68536,Mausoleum Secrets,GRN,18
68543,Plaguecrafter,GRN,18
68552,Arclight Phoenix,GRN,18
68572,Maximize Velocity,GRN,18
68589,District Guide,GRN,18
68597,Kraul Harpooner,GRN,18
68617,Boros Challenger,GRN,18
68618,Camaraderie,GRN,18
68620,Chance for Glory,GRN,18
68628,Disinformation Campaign,GRN,18
68636,Golgari Findbroker,GRN,18
68650,Mnemonic Betrayal,GRN,18
68652,Nightveil Predator,GRN,18
68654,Notion Rain,GRN,18
68666,Thief of Sanity,GRN,18
68670,Truefire Captain,GRN,18
68672,Underrealm Lich,GRN,18
68673,Unmoored Ego,GRN,18
68697,Flower // Flourish,GRN,18
68706,Response // Resurgence,GRN,18
68714,Chromatic Lantern,GRN,18
68814,Doublecast,ANA,18
69139,Hero of Precinct One,RNA,18
69140,Impassioned Orator,RNA,18
69149,Sky Tether,RNA,18
69160,Benthic Biomancer,RNA,18
69162,Clear the Mind,RNA,18
69179,Shimmer of Possibility,RNA,18
69183,Sphinx of Foresight,RNA,18
69190,Bankrupt in Blood,RNA,18
69201,Drill Bit,RNA,18
69209,Pestilent Spirit,RNA,18
69213,Spawn of Mayhem,RNA,18
69245,Spear Spewer,RNA,18
69252,End-Raze Forerunners,RNA,18
69261,Open the Gates,RNA,18
69265,Root Snare,RNA,18
69267,Saruli Caretaker,RNA,18
69285,Bedevil,RNA,18
69288,Captive Audience,RNA,18
69289,Cindervines,RNA,18
69298,Ethereal Absolution,RNA,18
69299,Final Payment,RNA,18
69310,High Alert,RNA,18
69318,Lawmage's Binding,RNA,18
69329,Rhythm of the Wild,RNA,18
69341,Theater of Horrors,RNA,18
69352,Carnival // Carnage,RNA,18
69361,Depose // Deploy,RNA,18
69367,Repudiate // Replicate,RNA,18
69370,Revival // Revenge,RNA,18
69386,Scrabbling Claws,RNA,18
69460,Defiant Strike,WAR,18
69466,Gideon's Triumph,WAR,18
69468,Grateful Apparition,WAR,18
69481,Single Combat,WAR,18
69496,Commence the Endgame,WAR,18
69502,Finale of Revelation,WAR,18
69506,Jace's Triumph,WAR,18
69513,Narset's Reversal,WAR,18
69533,Command the Dreadhorde,WAR,18
69536,Deliver Unto Evil,WAR,18
69541,Eternal Taskmaster,WAR,18
69549,Liliana's Triumph,WAR,18
69555,Sorin's Thirst,WAR,18
69566,Bolt Bend,WAR,18
69572,Chandra's Triumph,WAR,18
69578,Finale of Promise,WAR,18
69582,Heartfire,WAR,18
69587,Jaya's Greeting,WAR,18
69593,Samut's Sprint,WAR,18
69621,Nissa's Triumph,WAR,18
69623,Planewide Celebration,WAR,18
69636,Angrath's Rampage,WAR,18
69638,Casualties of War,WAR,18
69639,Cruel Celebrant,WAR,18
69640,Deathsprout,WAR,18
69644,Dreadhorde Butcher,WAR,18
69648,Gleaming Overseer,WAR,18
69649,Heartwarming Redemption,WAR,18
69650,Huatli's Raptor,WAR,18
69652,Leyline Prowler,WAR,18
69661,Ral's Outburst,WAR,18
69667,Soul Diviner,WAR,18
69698,Karn's Bastion,WAR,18
69763,Invade the City,WAR,18
69764,Living Twister,WAR,18
69781,Llanowar Elves,DOM,18
69788,Ancestral Blade,M20,18
69791,Apostle of Purifying Light,M20,18
69798,Devout Decree,M20,18
69800,Eternal Isolation,M20,18
69813,Loyal Pegasus,M20,18
69824,Starfield Mystic,M20,18
69827,Aether Gust,M20,18
69828,Agent of Treachery,M20,18
69838,Cerulean Drake,M20,18
69844,Flood of Tears,M20,18
69854,Negate,M20,18
69859,Scholar of the Ages,M20,18
69862,Tale's End,M20,18
69865,Winged Words,M20,18
69872,Blightbeetle,M20,18
69881,Dread Presence,M20,18
69883,Embodiment of Agonies,M20,18
69891,Legion's End,M20,18
69895,Noxious Grasp,M20,18
69896,Rotting Regisaur,M20,18
69898,Scheming Symmetry,M20,18
69902,Thought Distortion,M20,18
69908,Yarok's Fenlurker,M20,18
69910,Cavalier of Flame,M20,18
69914,Chandra's Embercat,M20,18
69916,Chandra's Regulator,M20,18
69922,Ember Hauler,M20,18
69925,Fry,M20,18
69926,Glint-Horn Buccaneer,M20,18
69936,Mask of Immolation,M20,18
69941,Repeated Reverberation,M20,18
69945,Shock,M20,18
69949,Unchained Berserker,M20,18
69958,Gift of Paradise,M20,18
69961,Healer of the Glade,M20,18
69974,Pulse of Murasa,M20,18
69978,Shared Summons,M20,18
69982,Thrashing Brontodon,M20,18
69985,Voracious Hydra,M20,18
69991,Corpse Knight,M20,18
69992,Creeping Trailblazer,M20,18
69994,Ironroot Warlord,M20,18
70002,Risen Reef,M20,18
70003,Skyknight Vanguard,M20,18
70004,Tomebound Lich,M20,18
70012,Grafdigger's Cage,M20,18
70024,Steel Overseer,M20,18
70029,Cryptic Caves,M20,18
70066,"Ajani, Inspiring Leader",M20,18
70069,Twinblade Paladin,M20,18
70077,Thirsting Bloodlord,M20,18
70084,Gnarlback Rhino,M20,18
70090,Impassioned Orator,M20,18
70094,Serra's Guardian,M20,18
70109,Sorin's Thirst,M20,18
70121,Aggressive Mammoth,M20,18
70150,Archon of Absolution,ELD,18
70158,Faerie Guidemother,ELD,18
70165,Hushbringer,ELD,18
70185,Animating Faerie,ELD,18
70189,Didn't Say Please,ELD,18
70201,Midnight Clock,ELD,18
70213,Stolen by the Fae,ELD,18
70218,Vantress Gargoyle,ELD,18
70231,Clackbridge Troll,ELD,18
70245,Oathsworn Knight,ELD,18
70252,Smitten Swordmaster,ELD,18
70253,Specter's Shriek,ELD,18
70274,Irencrag Feat,ELD,18
70280,Opportunistic Dragon,ELD,18
70291,Sundering Stroke,ELD,18
70296,Beanstalk Giant,ELD,18
70299,Feasting Troll King,ELD,18
70307,Gilded Goose,ELD,18
70311,Kenrith's Transformation,ELD,18
70319,Return of the Wildspeaker,ELD,18
70326,Trail of Crumbs,ELD,18
70337,Faeburrow Elder,ELD,18
70340,Improbable Alliance,ELD,18
70345,Outlaws' Merriment,ELD,18
70352,Wintermoor Commander,ELD,18
70353,Arcanist's Owl,ELD,18
70360,Rampart Smasher,ELD,18
70390,Dwarven Mine,ELD,18
70392,Gingerbread Cabin,ELD,18
70447,Mace of the Valiant,ELD,18
70448,Silverwing Squadron,ELD,18
70451,Workshop Elders,ELD,18
70461,Knights' Charge,ELD,18
70523,Eidolon of Obstruction,THB,18
70527,Flicker of Fate,THB,18
70530,Heliod's Intervention,THB,18
70531,Heliod's Pilgrim,THB,18
70532,Heliod's Punishment,THB,18
70553,"Alirios, Enraptured",THB,18
70566,Nadir Kraken,THB,18
70585,Thirst for Meaning,THB,18
70592,Whirlwind Denial,THB,18
70600,Drag to the Underworld,THB,18
70609,Gravebreaker Lamia,THB,18
70616,Mire Triton,THB,18
70618,Mogis's Favor,THB,18
70621,Omen of the Dead,THB,18
70622,Pharika's Libation,THB,18
70628,Treacherous Blessing,THB,18
70643,Escape Velocity,THB,18
70656,Omen of the Forge,THB,18
70667,Storm Herald,THB,18
70672,Underworld Breach,THB,18
70678,Chainweb Aracnir,THB,18
70680,Dryad of the Ilysian Grove,THB,18
70685,Ilysian Caryatid,THB,18
70689,Mantle of the Wolf,THB,18
70691,Mystic Repeal,THB,18
70694,Nessian Wanderer,THB,18
70698,Nylea's Huntmaster,THB,18
70701,Nyxbloom Ancient,THB,18
70706,Relentless Pursuit,THB,18
70718,Allure of the Unknown,THB,18
70721,Bronzehide Lion,THB,18
70726,Enigmatic Incarnation,THB,18
70730,Hero of the Nyxborn,THB,18
70748,Soul-Guide Lantern,THB,18
70754,Labyrinth of Skophos,THB,18
70788,Serpent of Yawning Depths,THB,18
70789,Demon of Loathing,THB,18
70790,Underworld Sentinel,THB,18
70791,Deathbellow War Cry,THB,18
71081,Garrison Cat,IKO,18
71086,Lavabrink Venturer,IKO,18
71087,Light of Hope,IKO,18
71095,Sanctuary Lockdown,IKO,18
71099,Splendor Mare,IKO,18
71101,Stormwild Capridor,IKO,18
71115,Escape Protocol,IKO,18
71116,Essence Scatter,IKO,18
71124,Mystic Subdual,IKO,18
71128,Ominous Seas,IKO,18
71132,Reconnaissance Mission,IKO,18
71154,Easy Prey,IKO,18
71160,Insatiable Hemophage,IKO,18
71176,Blitz of the Thunder-Raptor,IKO,18
71186,Forbidden Friendship,IKO,18
71198,Raking Claws,IKO,18
71203,Shredded Sails,IKO,18
71206,Unpredictable Cyclone,IKO,18
71208,"Yidaro, Wandering Monster",IKO,18
71209,Adventurous Impulse,IKO,18
71212,Barrier Breach,IKO,18
71230,Lead the Stampede,IKO,18
71232,Migratory Greathorn,IKO,18
71235,Mythos of Brokkos,IKO,18
71237,Ram Through,IKO,18
71243,Wilt,IKO,18
71245,Boneyard Lurker,IKO,18
71247,Channeled Force,IKO,18
71251,Eerie Ultimatum,IKO,18
71253,Frondland Felidar,IKO,18
71255,General's Enforcer,IKO,18
71260,Labyrinth Raptor,IKO,18
71263,Necropanther,IKO,18
71265,Offspring's Revenge,IKO,18
71266,Parcelbeast,IKO,18
71267,Primal Empathy,IKO,18
71269,Regal Leosaur,IKO,18
71272,Savai Thundermane,IKO,18
71273,Skull Prophet,IKO,18
71277,Song of Creation,IKO,18
71282,Whirlwind of Thought,IKO,18
71285,Alert Heedbonder,IKO,18
71290,Jubilant Skybonder,IKO,18
71302,Indatha Crystal,IKO,18
71303,Ketria Crystal,IKO,18
71304,The Ozolith,IKO,18
71305,Raugrin Crystal,IKO,18
71306,Savai Crystal,IKO,18
71309,Zagoth Crystal,IKO,18
71312,Bonders' Enclave,IKO,18
71347,Enduring Sliver,MH1,18
71350,First Sliver's Chosen,MH1,18
71355,Impostor of the Sixth Pride,MH1,18
71359,Lancer Sliver,MH1,18
71364,Reprobation,MH1,18
71369,Shelter,MH1,18
71376,Vesperlark,MH1,18
71382,Bazaar Trademage,MH1,18
71385,Choking Tethers,MH1,18
71399,Mist-Syndicate Naga,MH1,18
71402,Phantasmal Form,MH1,18
71409,Scuttling Sliver,MH1,18
71423,Changeling Outcast,MH1,18
71429,Dregscape Sliver,MH1,18
71432,First-Sphere Gargantua,MH1,18
71438,Mob,MH1,18
71456,Warteye Witch,MH1,18
71460,Bladeback Sliver,MH1,18
71462,Cleaving Sliver,MH1,18
71473,Hollowhead Sliver,MH1,18
71485,Reckless Charge,MH1,18
71489,Spiteful Sliver,MH1,18
71490,Tectonic Reformation,MH1,18
71511,Llanowar Tribe,MH1,18
71524,Tempered Sliver,MH1,18
71536,Cloudshredder Sliver,MH1,18
71539,Etchings of the Chosen,MH1,18
71548,Lavabelly Sliver,MH1,18
71554,Ruination Rioter,MH1,18
71556,Thundering Djinn,MH1,18
71792,Basri's Solidarity,M21,18
71797,Defiant Strike,M21,18
71801,Feat of Resistance,M21,18
71804,Griffin Aerie,M21,18
71805,Idol of Endurance,M21,18
71813,Revitalize,M21,18
71814,Runed Halo,M21,18
71828,Cancel,M21,18
71830,Discontinuity,M21,18
71832,Frantic Inventory,M21,18
71838,Lofty Denial,M21,18
71845,Rewind,M21,18
71851,See the Truth,M21,18
71852,Shacklegeist,M21,18
71855,Stormwing Entity,M21,18
71860,Teferi's Tutelage,M21,18
71864,Unsubstantiate,M21,18
71866,Waker of Waves,M21,18
71870,Archfiend's Vessel,M21,18
71885,Grim Tutor,M21,18
71886,Hooded Blightfang,M21,18
71898,Necromentia,M21,18
71902,Sanctum of Stone Fangs,M21,18
71904,Silversmote Ghoul,M21,18
71918,Chandra's Incinerator,M21,18
71920,Chandra's Pyreling,M21,18
71922,Crash Through,M21,18
71936,Kinetic Augur,M21,18
71939,Sanctum of Shattered Heights,M21,18
