id,name,expansion,color_identity,weight_hb_99,weight_hb_cmd,weight_sb_99,weight_sb_cmd
68622,Conclave Cavalier,GRN,WG,9,6,9,6
68623,Conclave Guildmage,GRN,WG,9,6,9,6
68624,Crackling Drake,GRN,UR,27,27,27,27
68625,Darkblade Agent,GRN,UB,9,6,9,6
68626,Deafening Clarion,GRN,WR,45,45,45,45
68627,Dimir Spybug,GRN,UB,9,6,9,6
68628,Disinformation Campaign,GRN,UB,18,18,18,18
68629,"Emmara, Soul of the Accord",GRN,WG,27,360,27,240
68630,Erstwhile Trooper,GRN,BG,6,6,6,6
68631,"Etrata, the Silencer",GRN,UB,9,9,9,6
68632,Firemind's Research,GRN,UR,9,9,9,9
68633,Garrison Sergeant,GRN,WR,6,6,6,6
68634,Glowspore Shaman,GRN,BG,9,9,9,9
68635,Goblin Electromancer,GRN,UR,27,27,27,27
68636,Golgari Findbroker,GRN,BG,18,18,18,18
68637,Hammer Dropper,GRN,WR,6,6,6,6
68638,House Guildmage,GRN,UB,9,6,9,6
68639,Hypothesizzle,GRN,UR,9,9,9,9
68640,Ionize,GRN,UR,27,27,27,27
68641,"Izoni, Thousand-Eyed",GRN,BG,9,-360,9,-360
68642,Join Shields,GRN,WG,9,6,9,6
68643,Justice Strike,GRN,WR,9,9,9,9
68644,Knight of Autumn,GRN,WG,27,27,27,27
68645,"Lazav, the Multifarious",GRN,UB,27,9,27,27
68646,League Guildmage,GRN,UR,9,6,9,6
68647,Ledev Champion,GRN,WG,9,9,9,9
68648,Legion Guildmage,GRN,WR,6,6,6,6
68649,March of the Multitudes,GRN,WG,9,9,9,9
68650,Mnemonic Betrayal,GRN,UB,18,18,18,18
68651,Molderhulk,GRN,BG,9,9,9,9
68652,Nightveil Predator,GRN,UB,18,18,18,18
68653,"Niv-Mizzet, Parun",GRN,UR,18,720,18,480
68654,Notion Rain,GRN,UB,18,18,18,18
68655,Ochran Assassin,GRN,BG,9,6,9,6
68656,"Ral, Izzet Viceroy",GRN,UR,36,9,36,36
68657,Rhizome Lurcher,GRN,BG,9,6,9,6
68658,Rosemane Centaur,GRN,WG,6,6,6,6
68659,Skyknight Legionnaire,GRN,WR,9,6,9,6
68660,Sonic Assault,GRN,UR,6,6,6,6
68661,Sumala Woodshaper,GRN,WG,9,6,9,6
68662,Swarm Guildmage,GRN,BG,9,6,9,6
68663,Swathcutter Giant,GRN,WR,6,6,6,6
68664,Swiftblade Vindicator,GRN,WR,36,36,36,36
68665,"Tajic, Legion's Edge",GRN,WR,36,1800,36,1200
68666,Thief of Sanity,GRN,UB,18,18,18,18
68667,Thought Erasure,GRN,UB,27,27,27,27
68668,Thousand-Year Storm,GRN,UR,9,9,9,9
68669,Trostani Discordant,GRN,WG,36,9,36,36
68670,Truefire Captain,GRN,WR,18,18,18,18
68671,Undercity Uprising,GRN,BG,6,6,6,6
68672,Underrealm Lich,GRN,BG,18,18,18,18
68673,Unmoored Ego,GRN,UB,18,18,18,18
68674,"Vraska, Golgari Queen",GRN,BG,27,360,27,240
68675,Wee Dragonauts,GRN,UR,9,6,9,6
68676,Worldsoul Colossus,GRN,WG,9,6,9,6
68677,Fresh-Faced Recruit,GRN,WR,9,9,9,9
68678,Piston-Fist Cyclops,GRN,UR,6,6,6,6
68679,Pitiless Gorgon,GRN,BG,6,6,6,6
68680,Vernadi Shieldmate,GRN,WG,6,6,6,6
68681,Whisper Agent,GRN,UB,9,6,9,6
68682,Assure // Assemble,GRN,WG,9,9,9,9
68685,Connive // Concoct,GRN,UB,18,9,18,9
68688,Discovery // Dispersal,GRN,UB,27,27,27,27
68691,Expansion // Explosion,GRN,UR,36,36,36,36
68694,Find // Finality,GRN,BG,27,27,27,27
68697,Flower // Flourish,GRN,WG,18,18,18,18
68700,Integrity // Intervention,GRN,WR,9,6,9,6
68703,Invert // Invent,GRN,UR,9,6,9,6
68706,Response // Resurgence,GRN,WR,18,18,18,18
68709,Status // Statue,GRN,BG,9,9,9,9
68712,Boros Locket,GRN,WR,9,9,9,9
68713,Chamber Sentry,GRN,WUBRG,6,6,6,6
68714,Chromatic Lantern,GRN,,18,18,18,18
68715,Dimir Locket,GRN,UB,9,6,9,6
68716,Gatekeeper Gargoyle,GRN,,6,6,6,6
68717,Glaive of the Guildpact,GRN,,6,6,6,6
68718,Golgari Locket,GRN,BG,9,9,9,9
68719,Izzet Locket,GRN,UR,9,9,9,9
68720,Rampaging Monument,GRN,,6,6,6,6
68721,Selesnya Locket,GRN,WG,9,9,9,9
68722,Silent Dart,GRN,,6,6,6,6
68723,Wand of Vertebrae,GRN,,9,9,9,9
68724,Boros Guildgate,GRN,WR,0,0,0,0
68725,Boros Guildgate,GRN,WR,0,0,0,0
68726,Dimir Guildgate,GRN,UB,0,0,0,0
68727,Dimir Guildgate,GRN,UB,0,0,0,0
68728,Gateway Plaza,GRN,,0,0,0,0
68729,Golgari Guildgate,GRN,BG,0,0,0,0
68730,Golgari Guildgate,GRN,BG,0,0,0,0
68731,Guildmages' Forum,GRN,,27,27,27,27
68732,Izzet Guildgate,GRN,UR,0,0,0,0
68733,Izzet Guildgate,GRN,UR,0,0,0,0
68734,Overgrown Tomb,GRN,BG,0,0,0,0
68735,Sacred Foundry,GRN,WR,0,0,0,0
68736,Selesnya Guildgate,GRN,WG,0,0,0,0
68737,Selesnya Guildgate,GRN,WG,0,0,0,0
68738,Steam Vents,GRN,UR,0,0,0,0
68739,Temple Garden,GRN,WG,0,0,0,0
68740,Watery Grave,GRN,UB,0,0,0,0
68741,Plains,GRN,W,0,0,0,0
68742,Island,GRN,U,0,0,0,0
68743,Swamp,GRN,B,0,0,0,0
68744,Mountain,GRN,R,0,0,0,0
68745,Forest,GRN,G,0,0,0,0
68746,"Ral, Caller of Storms",GRN,UR,6,6,6,6
68747,Ral's Dispersal,GRN,U,6,6,6,6
68748,Precision Bolt,GRN,R,6,6,6,6
68749,Ral's Staticaster,GRN,UR,6,6,6,6
68750,"Vraska, Regal Gorgon",GRN,BG,9,9,9,9
68751,Kraul Raider,GRN,B,9,9,9,9
68752,Attendant of Vraska,GRN,BG,0,0,0,0
68753,Vraska's Stoneglare,GRN,BG,6,6,6,6
68754,Impervious Greatwurm,GRN,G,9,9,9,9
68766,Blinding Radiance,ANA,W,0,0,0,0
68767,Spiritual Guardian,ANA,W,9,3,9,3
68769,Tactical Advantage,ANA,W,9,9,9,9
68771,Feral Roar,ANA,G,9,6,9,6
68772,Shorecomber Crab,ANA,U,9,9,9,9
68773,Goblin Bruiser,ANA,R,0,0,0,0
68776,Zephyr Gull,ANA,U,9,3,9,3
68782,Soulhunter Rakshasa,ANA,B,15,15,15,15
68784,Raging Goblin,ANA,R,9,9,9,9
68786,Confront the Assault,ANA,W,9,3,9,3
68787,Take Vengeance,ANA,W,9,6,9,6
68788,Knight's Pledge,ANA,W,9,6,9,6
68789,Loxodon Line Breaker,ANA,W,9,6,9,6
68790,Volcanic Dragon,ANA,R,9,6,9,6
68791,Rise from the Grave,ANA,B,9,6,9,6
68792,Waterknot,ANA,U,9,9,9,9
68793,Serra Angel,ANA,W,9,6,9,6
68794,Chaos Maw,ANA,R,9,9,9,9
68795,Miasmic Mummy,ANA,B,9,9,9,9
68796,Overflowing Insight,ANA,U,9,9,9,9
68798,Ambition's Cost,ANA,B,9,9,9,9
68800,Divination,ANA,U,9,6,9,6
68801,Rumbling Baloth,ANA,G,9,3,9,3
68802,Goblin Grenade,ANA,R,0,0,0,0
68803,Renegade Demon,ANA,B,0,0,0,0
68804,Sanctuary Cat,ANA,W,9,6,9,6
68806,Altar's Reap,ANA,B,0,0,0,0
68811,Seismic Rupture,ANA,R,0,0,0,0
68814,Doublecast,ANA,R,18,18,18,18
69108,Angelic Reward,ANA,W,9,3,9,3
69110,Inspiring Commander,ANA,W,9,9,9,9
69111,Shrine Keeper,ANA,W,9,3,9,3
69112,River's Favor,ANA,U,9,3,9,3
69113,Titanic Pelagosaur,ANA,U,0,0,0,0
69115,Cruel Cut,ANA,B,9,6,9,6
69116,Nimble Pilferer,ANA,B,6,6,6,6
69117,Goblin Gang Leader,ANA,R,9,9,9,9
69118,Ogre Painbringer,ANA,R,0,0,0,0
69119,Treetop Warden,ANA,G,9,3,9,3
69129,Angel of Grace,RNA,W,27,27,27,27
69130,Angelic Exaltation,RNA,W,9,9,9,9
69131,Archway Angel,RNA,W,36,36,36,36
69132,Arrester's Zeal,RNA,W,9,9,9,9
69133,Bring to Trial,RNA,W,9,9,9,9
69134,Civic Stalwart,RNA,W,9,9,9,9
69135,Concordia Pegasus,RNA,W,9,9,9,9
69136,Expose to Daylight,RNA,W,9,9,9,9
69137,Forbidding Spirit,RNA,W,9,9,9,9
69138,Haazda Officer,RNA,W,9,9,9,9
69139,Hero of Precinct One,RNA,W,18,18,18,18
69140,Impassioned Orator,RNA,W,18,18,18,18
69141,Justiciar's Portal,RNA,W,9,9,9,9
69142,Knight of Sorrows,RNA,W,9,9,9,9
69143,Lumbering Battlement,RNA,W,9,9,9,9
69144,Ministrant of Obligation,RNA,W,9,9,9,9
69145,Prowling Caracal,RNA,W,9,9,9,9
69146,Rally to Battle,RNA,W,9,9,9,9
69147,Resolute Watchdog,RNA,W,9,9,9,9
69148,Sentinel's Mark,RNA,W,9,9,9,9
69149,Sky Tether,RNA,W,18,18,18,18
69150,Smothering Tithe,RNA,W,9,9,9,9
69151,Spirit of the Spires,RNA,W,9,9,9,9
69152,Summary Judgment,RNA,W,9,9,9,9
69153,Syndicate Messenger,RNA,W,9,9,9,9
69154,Tenth District Veteran,RNA,W,9,9,9,9
69155,Tithe Taker,RNA,W,45,45,45,45
69156,Twilight Panther,RNA,WB,9,9,9,9
69157,Unbreakable Formation,RNA,W,36,36,36,36
69158,Watchful Giant,RNA,W,9,9,9,9
69159,Arrester's Admonition,RNA,U,9,9,9,9
69160,Benthic Biomancer,RNA,U,9,18,9,18
69161,Chillbringer,RNA,U,9,9,9,9
69162,Clear the Mind,RNA,U,18,18,18,18
69163,Code of Constraint,RNA,U,9,9,9,9
69164,Coral Commando,RNA,U,9,9,9,9
69165,Essence Capture,RNA,U,9,9,9,9
69166,Eyes Everywhere,RNA,U,9,9,9,9
69167,Faerie Duelist,RNA,U,9,9,9,9
69168,Gateway Sneak,RNA,U,9,9,9,9
69169,Humongulus,RNA,U,9,9,9,9
69170,Mass Manipulation,RNA,U,27,27,27,27
69171,Mesmerizing Benthid,RNA,U,27,36,27,36
69172,Persistent Petitioners,RNA,U,9,9,9,9
69173,Precognitive Perception,RNA,U,9,27,9,27
69174,Prying Eyes,RNA,U,9,9,9,9
69175,Pteramander,RNA,U,27,27,27,27
69176,Quench,RNA,U,27,27,27,27
69177,Sage's Row Savant,RNA,U,9,9,9,9
69178,Senate Courier,RNA,WU,9,9,9,9
69179,Shimmer of Possibility,RNA,U,18,18,18,18
69180,Skatewing Spy,RNA,U,9,9,9,9
69181,Skitter Eel,RNA,U,9,9,9,9
69182,Slimebind,RNA,U,9,9,9,9
69183,Sphinx of Foresight,RNA,U,9,18,9,18
69184,Swirling Torrent,RNA,U,9,9,9,9
69185,Thought Collapse,RNA,U,9,9,9,9
69186,Verity Circle,RNA,U,9,9,9,9
69187,Wall of Lost Thoughts,RNA,U,9,9,9,9
69188,Windstorm Drake,RNA,U,9,6,9,6
69189,Awaken the Erstwhile,RNA,B,9,9,9,9
69190,Bankrupt in Blood,RNA,B,18,18,18,18
69191,Blade Juggler,RNA,B,9,9,9,9
69192,Bladebrand,RNA,B,9,9,9,9
69193,Bloodmist Infiltrator,RNA,B,9,9,9,9
69194,Carrion Imp,RNA,B,9,9,9,9
69195,Catacomb Crocodile,RNA,B,9,9,9,9
69196,Clear the Stage,RNA,B,9,9,9,9
69197,Consign to the Pit,RNA,B,9,9,9,9
69198,Cry of the Carnarium,RNA,B,27,27,27,27
69199,Dead Revels,RNA,B,9,9,9,9
69200,Debtors' Transport,RNA,B,9,9,9,9
69201,Drill Bit,RNA,B,18,18,18,18
69202,Font of Agonies,RNA,B,9,9,9,9
69203,Grotesque Demise,RNA,B,9,9,9,9
69204,Gutterbones,RNA,B,36,36,36,36
69205,Ill-Gotten Inheritance,RNA,B,9,9,9,9
69206,Noxious Groodion,RNA,B,9,9,9,9
69207,Orzhov Enforcer,RNA,B,9,9,9,9
69208,Orzhov Racketeers,RNA,B,9,9,9,9
69209,Pestilent Spirit,RNA,B,18,18,18,18
69210,Plague Wight,RNA,B,9,9,9,9
69211,Priest of Forgotten Gods,RNA,B,36,36,36,36
69212,Rakdos Trumpeter,RNA,BR,9,9,9,9
69213,Spawn of Mayhem,RNA,B,18,18,18,18
69214,Spire Mangler,RNA,B,9,9,9,9
69215,Thirsting Shade,RNA,B,9,9,9,9
69216,Undercity Scavenger,RNA,B,9,9,9,9
69217,Undercity's Embrace,RNA,B,9,9,9,9
69218,Vindictive Vampire,RNA,B,9,6,9,6
69219,Act of Treason,RNA,R,9,6,9,6
69220,Amplifire,RNA,R,9,9,9,9
69221,Burn Bright,RNA,R,9,9,9,9
69222,Burning-Tree Vandal,RNA,R,6,6,6,6
69223,Cavalcade of Calamity,RNA,R,36,36,36,36
69224,Clamor Shaman,RNA,R,9,6,9,6
69225,Dagger Caster,RNA,R,9,9,9,9
69226,Deface,RNA,R,9,9,9,9
69227,Electrodominance,RNA,R,9,9,9,9
69228,Feral Maaka,RNA,R,9,9,9,9
69229,Flames of the Raze-Boar,RNA,R,9,9,9,9
69230,Gates Ablaze,RNA,R,45,45,45,45
69231,Ghor-Clan Wrecker,RNA,R,9,9,9,9
69232,Goblin Gathering,RNA,R,9,9,9,9
69233,Gravel-Hide Goblin,RNA,RG,9,9,9,9
69234,Immolation Shaman,RNA,R,9,9,9,9
69235,Light Up the Stage,RNA,R,27,27,27,27
69236,Mirror March,RNA,R,9,9,9,9
69237,Rix Maadi Reveler,RNA,BR,27,27,27,27
69238,Rubble Reading,RNA,R,9,9,9,9
69239,Rubblebelt Recluse,RNA,R,9,9,9,9
69240,Rumbling Ruin,RNA,R,9,9,9,9
69241,Scorchmark,RNA,R,6,6,6,6
69242,Skarrgan Hellkite,RNA,R,45,45,45,45
69243,Skewer the Critics,RNA,R,36,27,36,27
69244,Smelt-Ward Ignus,RNA,R,9,9,9,9
69245,Spear Spewer,RNA,R,18,18,18,18
69246,Spikewheel Acrobat,RNA,R,9,9,9,9
69247,Storm Strike,RNA,R,9,9,9,9
69248,Tin Street Dodger,RNA,R,27,27,27,27
69249,Axebane Beast,RNA,G,9,9,9,9
69250,Biogenic Ooze,RNA,G,18,36,18,36
69251,Biogenic Upgrade,RNA,G,9,9,9,9
69252,End-Raze Forerunners,RNA,G,18,18,18,18
69253,Enraged Ceratok,RNA,G,9,9,9,9
69254,Gatebreaker Ram,RNA,G,45,45,45,45
69255,Gift of Strength,RNA,G,9,3,9,3
69256,Growth-Chamber Guardian,RNA,G,45,45,45,45
69257,Gruul Beastmaster,RNA,G,9,9,9,9
69258,Guardian Project,RNA,G,9,9,9,9
69259,Incubation Druid,RNA,G,36,36,36,36
69260,Mammoth Spider,RNA,G,9,9,9,9
69261,Open the Gates,RNA,G,18,18,18,18
69262,Rampage of the Clans,RNA,G,9,9,9,9
69263,Rampaging Rendhorn,RNA,G,9,9,9,9
69264,Regenesis,RNA,G,9,9,9,9
69265,Root Snare,RNA,G,18,18,18,18
69266,Sagittars' Volley,RNA,G,9,9,9,9
69267,Saruli Caretaker,RNA,G,9,18,9,18
69268,Sauroform Hybrid,RNA,G,9,9,9,9
69269,Silhana Wayfinder,RNA,G,9,9,9,9
69270,Steeple Creeper,RNA,UG,9,9,9,9
69271,Stony Strength,RNA,G,9,9,9,9
69272,Sylvan Brushstrider,RNA,G,9,9,9,9
69273,Territorial Boar,RNA,G,9,9,9,9
69274,Titanic Brawl,RNA,G,9,9,9,9
69275,Tower Defense,RNA,G,9,9,9,9
69276,Trollbred Guardian,RNA,G,9,9,9,9
69277,Wilderness Reclamation,RNA,G,27,45,27,45
69278,Wrecking Beast,RNA,G,9,9,9,9
69279,Absorb,RNA,WU,45,45,45,45
69280,Aeromunculus,RNA,UG,9,9,9,9
69281,Applied Biomancy,RNA,UG,9,9,9,9
69282,Azorius Knight-Arbiter,RNA,WU,9,9,9,9
69283,Azorius Skyguard,RNA,WU,9,9,9,9
69284,Basilica Bell-Haunt,RNA,WB,9,6,9,6
69285,Bedevil,RNA,BR,18,18,18,18
69286,Biomancer's Familiar,RNA,UG,9,9,9,9
69287,Bolrac-Clan Crusher,RNA,RG,6,6,6,6
69288,Captive Audience,RNA,BR,18,18,18,18
69289,Cindervines,RNA,RG,18,18,18,18
69290,Clan Guildmage,RNA,RG,6,6,6,6
69291,Combine Guildmage,RNA,UG,9,9,9,9
69292,Cult Guildmage,RNA,BR,6,6,6,6
69293,Deputy of Detention,RNA,WU,27,27,27,27
69294,"Domri, Chaos Bringer",RNA,RG,45,9,45,9
69295,"Dovin, Grand Arbiter",RNA,WU,27,-360,27,27
69296,Dovin's Acuity,RNA,WU,9,9,9,9
69297,Emergency Powers,RNA,WU,9,9,9,9
69298,Ethereal Absolution,RNA,WB,18,18,18,18
69299,Final Payment,RNA,WB,18,18,18,18
69300,Fireblade Artist,RNA,BR,27,27,27,27
69301,Frenzied Arynx,RNA,RG,9,9,9,9
69302,Frilled Mystic,RNA,UG,36,36,36,36
69303,Galloping Lizrog,RNA,UG,9,9,9,9
69304,Get the Point,RNA,BR,6,6,6,6
69305,Grasping Thrull,RNA,WB,6,6,6,6
69306,Growth Spiral,RNA,UG,27,27,27,27
69307,Gruul Spellbreaker,RNA,RG,45,45,45,45
69308,Gyre Engineer,RNA,UG,9,9,9,9
69309,Hackrobat,RNA,BR,9,9,9,9
69310,High Alert,RNA,WU,18,18,18,18
69311,Hydroid Krasis,RNA,UG,27,45,27,45
69312,Imperious Oligarch,RNA,WB,9,6,9,6
69313,"Judith, the Scourge Diva",RNA,BR,36,1080,36,9
69314,"Kaya, Orzhov Usurper",RNA,WB,9,-360,9,9
69315,Kaya's Wrath,RNA,WB,45,45,45,45
69316,Knight of the Last Breath,RNA,WB,9,9,9,9
69317,"Lavinia, Azorius Renegade",RNA,WU,9,-360,9,9
69318,Lawmage's Binding,RNA,WU,9,18,9,18
69319,Macabre Mockery,RNA,BR,9,9,9,9
69320,Mortify,RNA,WB,9,9,9,9
69321,Nikya of the Old Ways,RNA,RG,9,9,9,9
69322,Pitiless Pontiff,RNA,WB,9,9,9,9
69323,Prime Speaker Vannifar,RNA,UG,9,1080,9,720
69324,Rafter Demon,RNA,BR,9,9,9,9
69325,Rakdos Firewheeler,RNA,BR,9,9,9,9
69326,Rakdos Roustabout,RNA,BR,6,6,6,6
69327,"Rakdos, the Showstopper",RNA,BR,9,9,9,9
69328,Ravager Wurm,RNA,RG,45,45,45,45
69329,Rhythm of the Wild,RNA,RG,18,18,18,18
69330,Rubblebelt Runner,RNA,RG,6,6,6,6
69331,Savage Smash,RNA,RG,9,6,9,6
69332,Senate Guildmage,RNA,WU,9,9,9,9
69333,Seraph of the Scales,RNA,WB,36,36,36,36
69334,Sharktocrab,RNA,UG,9,9,9,9
69335,Simic Ascendancy,RNA,UG,9,9,9,9
69336,Sphinx of New Prahv,RNA,WU,9,9,9,9
69337,Sphinx's Insight,RNA,WU,9,9,9,9
69338,Sunder Shaman,RNA,RG,27,27,27,27
69339,Syndicate Guildmage,RNA,WB,9,9,9,9
69340,Teysa Karlov,RNA,WB,18,-360,18,9
69341,Theater of Horrors,RNA,BR,18,18,18,18
69342,"Zegana, Utopian Speaker",RNA,UG,9,-360,9,-360
69343,Zhur-Taa Goblin,RNA,RG,9,9,9,9
69344,Footlight Fiend,RNA,BR,9,6,9,6
69345,Rubble Slinger,RNA,RG,9,9,9,9
69346,Scuttlegator,RNA,UG,9,9,9,9
69347,Senate Griffin,RNA,WU,9,9,9,9
69348,Vizkopa Vampire,RNA,WB,9,9,9,9
69349,Bedeck // Bedazzle,RNA,BR,36,27,36,27
69352,Carnival // Carnage,RNA,BR,18,18,18,18
69355,Collision // Colossus,RNA,RG,27,27,27,27
69358,Consecrate // Consume,RNA,WB,27,27,27,27
69361,Depose // Deploy,RNA,WU,9,18,9,18
69364,Incubation // Incongruity,RNA,UG,9,9,9,9
69367,Repudiate // Replicate,RNA,UG,27,18,27,18
69370,Revival // Revenge,RNA,WB,18,18,18,18
69373,Thrash // Threat,RNA,RG,27,27,27,27
69376,Warrant // Warden,RNA,WU,18,27,18,27
69379,Azorius Locket,RNA,WU,9,9,9,9
69380,Gate Colossus,RNA,,45,45,45,45
69381,Glass of the Guildpact,RNA,,9,9,9,9
69382,Gruul Locket,RNA,RG,9,9,9,9
69383,Junktroller,RNA,,9,9,9,9
69384,Orzhov Locket,RNA,WB,9,9,9,9
69385,Rakdos Locket,RNA,BR,9,9,9,9
69386,Scrabbling Claws,RNA,,18,18,18,18
69387,Screaming Shield,RNA,,9,9,9,9
69388,Simic Locket,RNA,UG,9,9,9,9
69389,Sphinx of the Guildpact,RNA,WUBRG,9,9,9,9
69390,Tome of the Guildpact,RNA,,9,9,9,9
69391,Azorius Guildgate,RNA,WU,0,0,0,0
69392,Azorius Guildgate,RNA,WU,0,0,0,0
69393,Blood Crypt,RNA,BR,0,0,0,0
69394,Breeding Pool,RNA,UG,0,0,0,0
69395,Gateway Plaza,RNA,,0,0,0,0
69396,Godless Shrine,RNA,WB,0,0,0,0
69397,Gruul Guildgate,RNA,RG,0,0,0,0
69398,Gruul Guildgate,RNA,RG,0,0,0,0
69399,Hallowed Fountain,RNA,WU,0,0,0,0
69400,Orzhov Guildgate,RNA,WB,0,0,0,0
69401,Orzhov Guildgate,RNA,WB,0,0,0,0
69402,Plaza of Harmony,RNA,,0,0,0,0
69403,Rakdos Guildgate,RNA,BR,0,0,0,0
69404,Rakdos Guildgate,RNA,BR,0,0,0,0
69405,Simic Guildgate,RNA,UG,0,0,0,0
69406,Simic Guildgate,RNA,UG,0,0,0,0
69407,Stomping Ground,RNA,RG,0,0,0,0
69408,Plains,RNA,W,0,0,0,0
69409,Island,RNA,U,0,0,0,0
69410,Swamp,RNA,B,0,0,0,0
69411,Mountain,RNA,R,0,0,0,0
69412,Forest,RNA,G,0,0,0,0
69413,"Dovin, Architect of Law",RNA,WU,9,9,9,9
69414,Elite Arrester,RNA,WU,9,9,9,9
69415,Dovin's Dismissal,RNA,WU,9,9,9,9
69416,Dovin's Automaton,RNA,,9,9,9,9
69417,"Domri, City Smasher",RNA,RG,9,9,9,9
69418,Ragefire,RNA,R,9,9,9,9
69419,Charging War Boar,RNA,RG,9,9,9,9
69420,Domri's Nodorog,RNA,RG,9,9,9,9
69421,The Haunt of Hightower,RNA,B,9,9,9,9
69441,Ancient Crab,ANA,U,9,9,9,9
69443,Plains,ANA,W,0,0,0,0
69444,Island,ANA,U,0,0,0,0
69445,Swamp,ANA,B,0,0,0,0
69446,Mountain,ANA,R,0,0,0,0
69447,Forest,ANA,G,0,0,0,0
69449,"Ral, Izzet Viceroy",GRN,UR,36,9,36,36
69450,"Vraska, Golgari Queen",GRN,BG,27,360,27,240
69451,"Teferi, Hero of Dominaria",DAR,WU,45,1800,45,1200
69452,"Karn, the Great Creator",WAR,,36,9,36,9
69453,"Ugin, the Ineffable",WAR,,27,-360,27,9
69454,Ugin's Conjurant,WAR,,9,9,9,9
69455,Ajani's Pridemate,WAR,W,27,27,27,27
69456,Battlefield Promotion,WAR,W,9,9,9,9
69457,Bond of Discipline,WAR,W,9,9,9,9
69458,Bulwark Giant,WAR,W,9,9,9,9
69459,Charmed Stray,WAR,W,9,9,9,9
69460,Defiant Strike,WAR,W,27,18,27,18
69461,Divine Arrow,WAR,W,9,9,9,9
69462,Enforcer Griffin,WAR,W,9,9,9,9
69463,Finale of Glory,WAR,W,27,27,27,27
69464,Gideon Blackblade,WAR,W,45,9,45,45
69465,Gideon's Sacrifice,WAR,W,9,9,9,9
69466,Gideon's Triumph,WAR,W,18,18,18,18
69467,God-Eternal Oketra,WAR,W,27,9,27,27
69468,Grateful Apparition,WAR,W,18,18,18,18
69469,Ignite the Beacon,WAR,W,9,9,9,9
69470,Ironclad Krovod,WAR,W,9,9,9,9
69471,Law-Rune Enforcer,WAR,W,27,27,27,27
69472,Loxodon Sergeant,WAR,W,9,9,9,9
69473,Makeshift Battalion,WAR,W,9,9,9,9
69474,Martyr for the Cause,WAR,W,9,9,9,9
69475,Parhelion II,WAR,W,36,36,36,36
69476,Pouncing Lynx,WAR,W,9,9,9,9
69477,Prison Realm,WAR,W,27,27,27,27
69478,Rally of Wings,WAR,W,36,36,36,36
69479,Ravnica at War,WAR,W,9,9,9,9
69480,Rising Populace,WAR,W,9,9,9,9
69481,Single Combat,WAR,W,18,18,18,18
69482,Sunblade Angel,WAR,W,9,6,9,6
69483,"Teyo, the Shieldmage",WAR,W,9,9,9,9
69484,Teyo's Lightshield,WAR,W,9,9,9,9
69485,"Tomik, Distinguished Advokist",WAR,W,36,36,36,36
69486,Topple the Statue,WAR,W,9,9,9,9
69487,Trusted Pegasus,WAR,W,9,9,9,9
69488,The Wanderer,WAR,W,9,9,9,9
69489,Wanderer's Strike,WAR,W,9,9,9,9
69490,War Screecher,WAR,W,9,9,9,9
69491,Ashiok's Skulker,WAR,U,9,9,9,9
69492,Augur of Bolas,WAR,U,9,9,9,9
69493,Aven Eternal,WAR,U,9,9,9,9
69494,Bond of Insight,WAR,U,9,27,9,27
69495,Callous Dismissal,WAR,U,9,9,9,9
69496,Commence the Endgame,WAR,U,18,18,18,18
69497,Contentious Plan,WAR,U,9,9,9,9
69498,Crush Dissent,WAR,U,9,9,9,9
69499,Erratic Visionary,WAR,U,9,9,9,9
69500,Eternal Skylord,WAR,U,9,9,9,9
69501,"Fblthp, the Lost",WAR,U,27,9,27,9
69502,Finale of Revelation,WAR,U,18,18,18,18
69503,Flux Channeler,WAR,U,9,9,9,9
69504,God-Eternal Kefnet,WAR,U,27,9,27,27
69505,"Jace, Wielder of Mysteries",WAR,U,27,9,27,27
69506,Jace's Triumph,WAR,U,9,18,9,18
69507,"Kasmina, Enigmatic Mentor",WAR,U,9,6,9,6
69508,Kasmina's Transmutation,WAR,U,9,9,9,9
69509,Kiora's Dambreaker,WAR,U,9,9,9,9
69510,Lazotep Plating,WAR,U,9,9,9,9
69511,Naga Eternal,WAR,U,9,9,9,9
69512,"Narset, Parter of Veils",WAR,U,9,360,9,240
69513,Narset's Reversal,WAR,U,18,18,18,18
69514,No Escape,WAR,U,9,9,9,9
69515,Relentless Advance,WAR,U,9,9,9,9
69516,Rescuer Sphinx,WAR,U,9,9,9,9
69517,Silent Submersible,WAR,U,9,9,9,9
69518,Sky Theater Strix,WAR,U,6,6,6,6
69519,Spark Double,WAR,U,18,9,18,9
69520,Spellkeeper Weird,WAR,U,9,9,9,9
69521,Stealth Mission,WAR,U,9,9,9,9
69522,Tamiyo's Epiphany,WAR,U,9,9,9,9
69523,Teferi's Time Twist,WAR,U,9,9,9,9
69524,Thunder Drake,WAR,U,9,9,9,9
69525,Totally Lost,WAR,U,9,9,9,9
69526,Wall of Runes,WAR,U,9,9,9,9
69527,Aid the Fallen,WAR,B,9,9,9,9
69528,Banehound,WAR,B,9,9,9,9
69529,Bleeding Edge,WAR,B,27,27,27,27
69530,Bolas's Citadel,WAR,B,36,36,36,36
69531,Bond of Revival,WAR,B,9,9,9,9
69532,Charity Extractor,WAR,B,9,9,9,9
69533,Command the Dreadhorde,WAR,B,18,18,18,18
69534,"Davriel, Rogue Shadowmage",WAR,B,18,9,18,18
69535,Davriel's Shadowfugue,WAR,B,9,9,9,9
69536,Deliver Unto Evil,WAR,B,18,18,18,18
69537,Dreadhorde Invasion,WAR,B,27,27,27,27
